orthogroup,cm_protein,cz_protein
OG0003196,KAF2214458,KAM3422259.1
OG0003197,KAF2214460,KAM3422261.1
OG0003198,KAF2214462,KAM3422264.1
OG0003199,KAF2214463,KAM3422265.1
OG0003200,KAF2214465,KAM3422267.1
OG0003201,KAF2214329,KAM3422020.1
OG0003202,KAF2214328,KAM3422019.1
OG0003203,KAF2214322,KAM3422016.1
OG0003204,KAF2214324,KAM3422017.1
OG0003205,KAF2214320,KAM3422014.1
OG0003206,KAF2214316,KAM3422012.1
OG0003207,KAF2214315,KAM3422013.1
OG0003208,KAF2214313,KAM3422009.1
OG0003209,KAF2214312,KAM3422008.1
OG0003210,KAF2214302,KAM3422001.1
OG0003211,KAF2214301,KAM3421999.1
OG0003212,KAF2214300,KAM3421998.1
OG0003213,KAF2214296,KAM3421993.1
OG0003214,KAF2214431,KAM3422234.1
OG0003215,KAF2214428,KAM3422231.1
OG0003216,KAF2214427,KAM3422230.1
OG0003217,KAF2214422,KAM3422226.1
OG0003218,KAF2214421,KAM3422225.1
OG0003219,KAF2214420,KAM3422224.1
OG0003220,KAF2214417,KAM3422222.1
OG0003222,KAF2215840,KAM3425184.1
OG0003223,KAF2214497,KAM3422388.1
OG0003225,KAF2214506,KAM3422379.1
OG0003226,KAF2214507,KAM3422378.1
OG0003227,KAF2214508,KAM3422377.1
OG0003228,KAF2214334,KAM3422025.1
OG0003229,KAF2214339,KAM3422029.1
OG0003230,KAF2214345,KAM3422035.1
OG0003231,KAF2214346,KAM3422036.1
OG0003232,KAF2214350,KAM3422039.1
OG0003233,KAF2214353,KAM3422042.1
OG0003234,KAF2214355,KAM3422044.1
OG0003235,KAF2214356,KAM3422045.1
OG0003236,KAF2214359,KAM3422048.1
OG0003237,KAF2214360,KAM3422049.1
OG0003239,KAF2214362,KAM3422052.1
OG0003240,KAF2214363,KAM3422053.1
OG0003241,KAF2214364,KAM3422054.1
OG0003242,KAF2214365,KAM3422055.1
OG0003243,KAF2214366,KAM3422056.1
OG0003244,KAF2214369,KAM3422059.1
OG0003245,KAF2214370,KAM3422060.1
OG0003246,KAF2214371,KAM3422061.1
OG0003247,KAF2214373,KAM3422063.1
OG0003248,KAF2214374,KAM3422064.1
OG0003249,KAF2214378,KAM3422070.1
OG0003250,KAF2214380,KAM3422071.1
OG0003251,KAF2214381,KAM3422072.1
OG0003252,KAF2214383,KAM3422075.1
OG0003253,KAF2214385,KAM3422077.1
OG0003254,KAF2214386,KAM3422079.1
OG0003255,KAF2214393,KAM3422092.1
OG0003256,KAF2214405,KAM3422100.1
OG0003257,KAF2214398,KAM3422096.1
OG0003258,KAF2214395,KAM3422094.1
OG0003259,KAF2214394,KAM3422093.1
OG0003260,KAF2214408,KAM3422103.1
OG0003261,KAF2214409,KAM3422104.1
OG0003262,KAF2214513,KAM3422371.1
OG0003263,KAF2214518,KAM3422363.1
OG0003264,KAF2214519,KAM3422362.1
OG0003265,KAF2214520,KAM3422361.1
OG0003266,KAF2214523,KAM3422358.1
OG0003267,KAF2214524,KAM3422357.1
OG0003268,KAF2214525,KAM3422356.1
OG0003269,KAF2214527,KAM3422355.1
OG0003270,KAF2214528,KAM3422354.1
OG0003271,KAF2214530,KAM3422351.1
OG0003272,KAF2214533,KAM3422347.1
OG0003273,KAF2214543,KAM3422332.1
OG0003274,KAF2209483,KAM3421117.1
OG0003275,KAF2209482,KAM3421118.1
OG0003276,KAF2209481,KAM3421119.1
OG0003277,KAF2209477,KAM3421124.1
OG0003278,KAF2209476,KAM3421126.1
OG0003279,KAF2209475,KAM3421127.1
OG0003280,KAF2209474,KAM3421128.1
OG0003281,KAF2209472,KAM3421130.1
OG0003282,KAF2209470,KAM3421132.1
OG0003283,KAF2209469,KAM3421133.1
OG0003284,KAF2209465,KAM3421137.1
OG0003285,KAF2211096,KAM3421879.1
OG0003286,KAF2211092,KAM3421875.1
OG0003287,KAF2211091,KAM3421874.1
OG0003288,KAF2208256,KAM3421211.1
OG0003289,KAF2208253,KAM3421208.1
OG0003290,KAF2208252,KAM3421207.1
OG0003291,KAF2208249,KAM3421204.1
OG0003292,KAF2208246,KAM3421201.1
OG0003293,KAF2208238,KAM3421192.1
OG0003294,KAF2208236,KAM3421190.1
OG0003295,KAF2208235,KAM3421189.1
OG0003296,KAF2208232,KAM3421235.1
OG0003297,KAF2208225,KAM3421317.1
OG0003298,KAF2208224,KAM3421319.1
OG0003299,KAF2208222,KAM3421320.1
OG0003300,KAF2209444,KAM3421161.1
OG0003301,KAF2209445,KAM3421160.1
OG0003302,KAF2209446,KAM3421158.1
OG0003303,KAF2209448,KAM3421156.1
OG0003304,KAF2209449,KAM3421155.1
OG0003305,KAF2209457,KAM3421146.1
OG0003306,KAF2209458,KAM3421145.1
OG0003307,KAF2209459,KAM3421144.1
OG0003308,KAF2209461,KAM3421142.1
OG0003309,KAF2209462,KAM3421141.1
OG0003310,KAF2209463,KAM3421140.1
OG0003311,KAF2211100,KAM3421882.1
OG0003312,KAF2211101,KAM3421884.1
OG0003313,KAF2211103,KAM3421886.1
OG0003314,KAF2211106,KAM3421889.1
OG0003315,KAF2211107,KAM3421890.1
OG0003316,KAF2211108,KAM3421893.1
OG0003317,KAF2211109,KAM3421894.1
OG0003318,KAF2211112,KAM3421897.1
OG0003319,KAF2211117,KAM3421902.1
OG0003320,KAF2211119,KAM3421904.1
OG0003321,KAF2211121,KAM3421906.1
OG0003322,KAF2211124,KAM3421910.1
OG0003323,KAF2211127,KAM3421913.1
OG0003324,KAF2211128,KAM3421914.1
OG0003325,KAF2211130,KAM3421915.1
OG0003326,KAF2211131,KAM3421916.1
OG0003327,KAF2211134,KAM3421918.1
OG0003328,KAF2211135,KAM3421919.1
OG0003329,KAF2211136,KAM3421920.1
OG0003330,KAF2211142,KAM3421924.1
OG0003331,KAF2211143,KAM3421925.1
OG0003332,KAF2206682,KAM3422165.1
OG0003333,KAF2206684,KAM3422167.1
OG0003335,KAF2211186,KAM3422179.1
OG0003336,KAF2211182,KAM3422183.1
OG0003337,KAF2211176,KAM3421960.1
OG0003338,KAF2211175,KAM3421959.1
OG0003339,KAF2211172,KAM3421955.1
OG0003340,KAF2211171,KAM3421954.1
OG0003341,KAF2211170,KAM3421953.1
OG0003342,KAF2211169,KAM3421952.1
OG0003343,KAF2211168,KAM3421951.1
OG0003344,KAF2211163,KAM3421944.1
OG0003345,KAF2211159,KAM3421940.1
OG0003347,KAF2211156,KAM3421938.1
OG0003348,KAF2211155,KAM3421936.1
OG0003349,KAF2211151,KAM3421934.1
OG0003350,KAF2211147,KAM3421929.1
OG0003351,KAF2211145,KAM3421927.1
OG0003352,KAF2211144,KAM3421926.1
OG0003353,KAF2206681,KAM3422164.1
OG0003354,KAF2207406,KAM3422427.1
OG0003355,KAF2207409,KAM3422425.1
OG0003356,KAF2207405,KAM3422428.1
OG0003357,KAF2207404,KAM3422429.1
OG0003358,KAF2207402,KAM3422431.1
OG0003359,KAF2207400,KAM3422434.1
OG0003360,KAF2207396,KAM3422444.1
OG0003361,KAF2207395,KAM3422445.1
OG0003362,KAF2207394,KAM3422446.1
OG0003363,KAF2207363,KAM3422476.1
OG0003364,KAF2207365,KAM3422475.1
OG0003365,KAF2207368,KAM3422471.1
OG0003366,KAF2207369,KAM3422470.1
OG0003367,KAF2207370,KAM3422469.1
OG0003368,KAF2207371,KAM3422468.1
OG0003369,KAF2207373,KAM3422466.1
OG0003370,KAF2207374,KAM3422465.1
OG0003371,KAF2207375,KAM3422464.1
OG0003372,KAF2207376,KAM3422463.1
OG0003373,KAF2207377,KAM3422462.1
OG0003374,KAF2207378,KAM3422461.1
OG0003375,KAF2207379,KAM3422460.1
OG0003376,KAF2207380,KAM3422459.1
OG0003377,KAF2207381,KAM3422458.1
OG0003378,KAF2207382,KAM3422457.1
OG0003379,KAF2207386,KAM3422451.1
OG0003380,KAF2207388,KAM3422450.1
OG0003381,KAF2207390,KAM3422448.1
OG0003382,KAF2207359,KAM3422481.1
OG0003383,KAF2214233,KAM3422111.1
OG0003384,KAF2214221,KAM3422118.1
OG0003385,KAF2214219,KAM3422120.1
OG0003386,KAF2214213,KAM3422126.1
OG0003387,KAF2214211,KAM3422128.1
OG0003388,KAF2214203,KAM3422137.1
OG0003389,KAF2214202,KAM3422139.1
OG0003390,KAF2214201,KAM3422140.1
OG0003391,KAF2214198,KAM3422143.1
OG0003392,KAF2214196,KAM3422146.1
OG0003393,KAF2214195,KAM3422147.1
OG0003394,KAF2214194,KAM3422148.1
OG0003395,KAF2214193,KAM3422149.1
OG0003396,KAF2214192,KAM3422150.1
OG0003397,KAF2214191,KAM3422151.1
OG0003398,KAF2214189,KAM3422153.1
OG0003399,KAF2206918,KAM3422288.1
OG0003400,KAF2206917,KAM3422287.1
OG0003401,KAF2206916,KAM3422286.1
OG0003402,KAF2206915,KAM3422285.1
OG0003403,KAF2206914,KAM3422284.1
OG0003404,KAF2207412,KAM3422274.1
OG0003405,KAF2206922,KAM3422290.1
OG0003406,KAF2206923,KAM3422291.1
OG0003407,KAF2206927,KAM3422295.1
OG0003408,KAF2206936,KAM3422304.1
OG0003410,KAF2206940,KAM3422308.1
OG0003411,KAF2206945,KAM3422314.1
OG0003412,KAF2206944,KAM3422313.1
OG0003413,KAF2206943,KAM3422311.1
OG0003414,KAF2206942,KAM3422310.1
OG0003415,KAF2206941,KAM3422309.1
OG0003416,KAF2214555,KAM3422319.1
OG0003417,KAF2214554,KAM3422320.1
OG0003418,KAF2214552,KAM3422322.1
OG0003419,KAF2211065,KAM3421854.1
OG0003420,KAF2211068,KAM3421857.1
OG0003421,KAF2211070,KAM3421858.1
OG0003422,KAF2211075,KAM3421861.1
OG0003423,KAF2211078,KAM3421863.1
OG0003424,KAF2211080,KAM3421864.1
OG0003425,KAF2211082,KAM3421865.1
OG0003426,KAF2211085,KAM3421867.1
OG0003427,KAF2211087,KAM3421869.1
OG0003428,KAF2208203,KAM3421340.1
OG0003429,KAF2208205,KAM3421338.1
OG0003430,KAF2208206,KAM3421337.1
OG0003431,KAF2208208,KAM3421336.1
OG0003432,KAF2208209,KAM3421335.1
OG0003433,KAF2208211,KAM3421331.1
OG0003435,KAF2209441,KAM3421165.1
OG0003436,KAF2208267,KAM3421223.1
OG0003437,KAF2212516,KAM3415014.1
OG0003438,KAF2208265,KAM3421221.1
OG0003439,KAF2208264,KAM3421220.1
OG0003440,KAF2208263,KAM3421219.1
OG0003441,KAF2210534,KAM3421526.1
OG0003442,KAF2210532,KAM3421525.1
OG0003443,KAF2210530,KAM3421524.1
OG0003444,KAF2210271,KAM3421523.1
OG0003445,KAF2210269,KAM3421521.1
OG0003446,KAF2210268,KAM3421520.1
OG0003447,KAF2210266,KAM3421517.1
OG0003448,KAF2210263,KAM3421515.1
OG0003449,KAF2210254,KAM3421508.1
OG0003450,KAF2210251,KAM3421504.1
OG0003451,KAF2210248,KAM3421502.1
OG0003453,KAF2210247,KAM3421499.1
OG0003454,KAF2210244,KAM3421496.1
OG0003455,KAF2210243,KAM3421495.1
OG0003456,KAF2210236,KAM3421487.1
OG0003457,KAF2210235,KAM3421486.1
OG0003458,KAF2210229,KAM3421481.1
OG0003459,KAF2210221,KAM3421476.1
OG0003460,KAF2210220,KAM3421475.1
OG0003461,KAF2210219,KAM3421474.1
OG0003462,KAF2210218,KAM3421473.1
OG0003463,KAF2210215,KAM3421469.1
OG0003464,KAF2210212,KAM3421465.1
OG0003465,KAF2210211,KAM3421464.1
OG0003466,KAF2210203,KAM3421457.1
OG0003467,KAF2210199,KAM3421456.1
OG0003468,KAF2210197,KAM3421454.1
OG0003469,KAF2210196,KAM3421453.1
OG0003470,KAF2210192,KAM3421449.1
OG0003472,KAF2210185,KAM3421442.1
OG0003473,KAF2210184,KAM3421441.1
OG0003474,KAF2210183,KAM3421440.1
OG0003475,KAF2210180,KAM3421437.1
OG0003476,KAF2210179,KAM3421436.1
OG0003477,KAF2210178,KAM3421435.1
OG0003478,KAF2210177,KAM3421434.1
OG0003479,KAF2210175,KAM3421432.1
OG0003480,KAF2206234,KAM3421431.1
OG0003481,KAF2206242,KAM3421423.1
OG0003482,KAF2206243,KAM3421422.1
OG0003483,KAF2208129,KAM3421415.1
OG0003484,KAF2208133,KAM3421412.1
OG0003485,KAF2208134,KAM3421411.1
OG0003486,KAF2208136,KAM3421410.1
OG0003487,KAF2208142,KAM3421404.1
OG0003488,KAF2210704,KAM3421707.1
OG0003489,KAF2210703,KAM3421706.1
OG0003490,KAF2210706,KAM3421709.1
OG0003491,KAF2210708,KAM3421711.1
OG0003492,KAF2210710,KAM3421714.1
OG0003494,KAF2210717,KAM3421724.1
OG0003495,KAF2210718,KAM3421725.1
OG0003496,KAF2210719,KAM3421726.1
OG0003497,KAF2210721,KAM3421728.1
OG0003498,KAF2210722,KAM3421729.1
OG0003499,KAF2210724,KAM3421730.1
OG0003500,KAF2210725,KAM3421731.1
OG0003501,KAF2210726,KAM3421732.1
OG0003502,KAF2210731,KAM3421737.1
OG0003503,KAF2210734,KAM3421739.1
OG0003504,KAF2210740,KAM3421743.1
OG0003505,KAF2210753,KAM3421753.1
OG0003506,KAF2209593,KAM3421075.1
OG0003507,KAF2209592,KAM3421076.1
OG0003508,KAF2209557,KAM3421281.1
OG0003509,KAF2209558,KAM3421282.1
OG0003510,KAF2209563,KAM3421285.1
OG0003511,KAF2209570,KAM3421295.1
OG0003512,KAF2209571,KAM3421296.1
OG0003513,KAF2209583,KAM3421087.1
OG0003514,KAF2209553,KAM3421278.1
OG0003515,KAF2209552,KAM3421277.1
OG0003516,KAF2209551,KAM3421273.1
OG0003517,KAF2209548,KAM3421269.1
OG0003518,KAF2209546,KAM3421264.1
OG0003519,KAF2209538,KAM3421262.1
OG0003520,KAF2209539,KAM3421261.1
OG0003521,KAF2209540,KAM3421260.1
OG0003522,KAF2209543,KAM3421257.1
OG0003523,KAF2209544,KAM3421256.1
OG0003524,KAF2209535,KAM3421251.1
OG0003525,KAF2209534,KAM3421250.1
OG0003526,KAF2209533,KAM3421249.1
OG0003527,KAF2209530,KAM3421246.1
OG0003528,KAF2209525,KAM3421240.1
OG0003530,KAF2209521,KAM3421310.1
OG0003531,KAF2209520,KAM3421309.1
OG0003532,KAF2209518,KAM3421307.1
OG0003533,KAF2209514,KAM3421305.1
OG0003534,KAF2209511,KAM3421094.1
OG0003535,KAF2209507,KAM3421097.1
OG0003536,KAF2209505,KAM3421099.1
OG0003537,KAF2209502,KAM3421102.1
OG0003538,KAF2209500,KAM3421103.1
OG0003539,KAF2209494,KAM3421108.1
OG0003540,KAF2209493,KAM3421109.1
OG0003541,KAF2209489,KAM3421113.1
OG0003542,KAF2211064,KAM3421853.1
OG0003543,KAF2211056,KAM3421845.1
OG0003544,KAF2211054,KAM3421842.1
OG0003545,KAF2211051,KAM3421840.1
OG0003546,KAF2211045,KAM3421835.1
OG0003547,KAF2211043,KAM3421833.1
OG0003548,KAF2211042,KAM3421832.1
OG0003549,KAF2211036,KAM3421827.1
OG0003550,KAF2211034,KAM3421825.1
OG0003551,KAF2211032,KAM3421823.1
OG0003552,KAF2211031,KAM3421821.1
OG0003553,KAF2211026,KAM3421818.1
OG0003554,KAF2211024,KAM3421815.1
OG0003555,KAF2211023,KAM3421813.1
OG0003557,KAF2211015,KAM3421806.1
OG0003558,KAF2211014,KAM3421805.1
OG0003559,KAF2211013,KAM3421804.1
OG0003560,KAF2211011,KAM3421802.1
OG0003561,KAF2211009,KAM3421799.1
OG0003562,KAF2211004,KAM3421795.1
OG0003563,KAF2211003,KAM3421794.1
OG0003564,KAF2211002,KAM3421793.1
OG0003565,KAF2211001,KAM3421792.1
OG0003566,KAF2210998,KAM3421790.1
OG0003567,KAF2210997,KAM3421789.1
OG0003568,KAF2210994,KAM3421787.1
OG0003569,KAF2210993,KAM3421786.1
OG0003570,KAF2210990,KAM3421781.1
OG0003571,KAF2210602,KAM3421601.1
OG0003572,KAF2210601,KAM3421599.1
OG0003573,KAF2210599,KAM3421596.1
OG0003574,KAF2210596,KAM3421593.1
OG0003575,KAF2210595,KAM3421592.1
OG0003576,KAF2210594,KAM3421591.1
OG0003577,KAF2210591,KAM3421589.1
OG0003578,KAF2210590,KAM3421588.1
OG0003579,KAF2210589,KAM3421587.1
OG0003581,KAF2210586,KAM3421578.1
OG0003582,KAF2210585,KAM3421577.1
OG0003583,KAF2210583,KAM3421574.1
OG0003584,KAF2210582,KAM3421573.1
OG0003585,KAF2210983,KAM3421774.1
OG0003586,KAF2210606,KAM3421606.1
OG0003587,KAF2210607,KAM3421607.1
OG0003588,KAF2210612,KAM3421611.1
OG0003589,KAF2210615,KAM3421614.1
OG0003590,KAF2210616,KAM3421615.1
OG0003591,KAF2210617,KAM3421616.1
OG0003592,KAF2210620,KAM3421619.1
OG0003593,KAF2210621,KAM3421622.1
OG0003594,KAF2210622,KAM3421623.1
OG0003595,KAF2210624,KAM3421626.1
OG0003596,KAF2210628,KAM3421634.1
OG0003597,KAF2210630,KAM3421637.1
OG0003598,KAF2210632,KAM3421638.1
OG0003599,KAF2210634,KAM3421642.1
OG0003600,KAF2210635,KAM3421643.1
OG0003601,KAF2210639,KAM3421647.1
OG0003602,KAF2210641,KAM3421649.1
OG0003603,KAF2210644,KAM3421651.1
OG0003604,KAF2210646,KAM3421653.1
OG0003605,KAF2210647,KAM3421655.1
OG0003606,KAF2210654,KAM3421660.1
OG0003607,KAF2210655,KAM3421661.1
OG0003608,KAF2210656,KAM3421662.1
OG0003609,KAF2210657,KAM3421663.1
OG0003610,KAF2210662,KAM3421666.1
OG0003611,KAF2210663,KAM3421667.1
OG0003612,KAF2210672,KAM3421673.1
OG0003613,KAF2210675,KAM3421674.1
OG0003614,KAF2210678,KAM3421678.1
OG0003615,KAF2210681,KAM3421680.1
OG0003616,KAF2210682,KAM3421681.1
OG0003617,KAF2210683,KAM3421682.1
OG0003618,KAF2210686,KAM3421687.1
OG0003619,KAF2210691,KAM3421693.1
OG0003620,KAF2210692,KAM3421694.1
OG0003621,KAF2208144,KAM3421401.1
OG0003622,KAF2208145,KAM3421400.1
OG0003623,KAF2209428,KAM3421181.1
OG0003624,KAF2210756,KAM3421755.1
OG0003625,KAF2210762,KAM3421761.1
OG0003626,KAF2210763,KAM3421762.1
OG0003627,KAF2210765,KAM3421763.1
OG0003628,KAF2210767,KAM3421765.1
OG0003629,KAF2210977,KAM3421766.1
OG0003630,KAF2210980,KAM3421770.1
OG0003631,KAF2210981,KAM3421771.1
OG0003632,KAF2210567,KAM3421560.1
OG0003633,KAF2210565,KAM3421558.1
OG0003635,KAF2210556,KAM3421547.1
OG0003636,KAF2210555,KAM3421545.1
OG0003637,KAF2210554,KAM3421544.1
OG0003638,KAF2210553,KAM3421543.1
OG0003639,KAF2210551,KAM3421541.1
OG0003640,KAF2210547,KAM3421538.1
OG0003641,KAF2210546,KAM3421537.1
OG0003642,KAF2210545,KAM3421536.1
OG0003643,KAF2210543,KAM3421535.1
OG0003644,KAF2210537,KAM3421530.1
OG0003645,KAF2208192,KAM3421350.1
OG0003646,KAF2208190,KAM3421352.1
OG0003647,KAF2208185,KAM3421359.1
OG0003648,KAF2208183,KAM3421361.1
OG0003649,KAF2208182,KAM3421362.1
OG0003650,KAF2208174,KAM3421369.1
OG0003651,KAF2208171,KAM3421373.1
OG0003652,KAF2208170,KAM3421374.1
OG0003653,KAF2208167,KAM3421376.1
OG0003654,KAF2208163,KAM3421381.1
OG0003655,KAF2209431,KAM3421178.1
OG0003656,KAF2209432,KAM3421177.1
OG0003657,KAF2209434,KAM3421175.1
OG0003658,KAF2209437,KAM3421170.1
OG0003659,KAF2209439,KAM3421168.1
OG0003660,KAF2208268,KAM3421224.1
OG0003661,KAF2208270,KAM3421226.1
OG0003662,KAF2208271,KAM3421227.1
OG0003663,KAF2211305,KAM3414385.1
OG0003664,KAF2209601,KAM3421066.1
OG0003665,KAF2209603,KAM3421064.1
OG0003666,KAF2209607,KAM3421061.1
OG0003667,KAF2209611,KAM3421058.1
OG0003668,KAF2209612,KAM3421057.1
OG0003669,KAF2209618,KAM3420984.1
OG0003670,KAF2209624,KAM3420992.1
OG0003671,KAF2209629,KAM3420996.1
OG0003672,KAF2209630,KAM3420997.1
OG0003673,KAF2209631,KAM3420998.1
OG0003674,KAF2209639,KAM3421010.1
OG0003675,KAF2209642,KAM3421014.1
OG0003676,KAF2209643,KAM3421015.1
OG0003677,KAF2209647,KAM3421020.1
OG0003678,KAF2209651,KAM3421025.1
OG0003679,KAF2208029,KAM3421034.1
OG0003680,KAF2208031,KAM3421037.1
OG0003681,KAF2208040,KAM3421041.1
OG0003682,KAF2208032,KAM3421038.1
OG0003683,KAF2208043,KAM3421047.1
OG0003684,KAF2208044,KAM3421048.1
OG0003685,KAF2208045,KAM3421049.1
OG0003686,KAF2208049,KAM3420980.1
OG0003687,KAF2208050,KAM3420979.1
OG0003688,KAF2208052,KAM3420978.1
OG0003689,KAF2208055,KAM3420973.1
OG0003690,KAF2208079,KAM3413550.1
OG0003691,KAF2208077,KAM3413553.1
OG0003692,KAF2208073,KAM3413557.1
OG0003693,KAF2208081,KAM3413548.1
OG0003694,KAF2208082,KAM3413546.1
OG0003695,KAF2208083,KAM3413545.1
OG0003696,KAF2208085,KAM3413543.1
OG0003697,KAF2208088,KAM3413541.1
OG0003698,KAF2208090,KAM3413539.1
OG0003699,KAF2208101,KAM3413534.1
OG0003700,KAF2208108,KAM3413528.1
OG0003702,KAF2208113,KAM3413525.1
OG0003703,KAF2208116,KAM3413522.1
OG0003704,KAF2208117,KAM3413521.1
OG0003705,KAF2208122,KAM3413516.1
OG0003706,KAF2208123,KAM3413515.1
OG0003707,KAF2209161,KAM3422591.1
OG0003708,KAF2209160,KAM3422590.1
OG0003709,KAF2216161,KAM3422530.1
OG0003710,KAF2216157,KAM3422534.1
OG0003711,KAF2216156,KAM3422535.1
OG0003712,KAF2216155,KAM3422541.1
OG0003713,KAF2216154,KAM3422542.1
OG0003714,KAF2216148,KAM3422548.1
OG0003715,KAF2216140,KAM3422555.1
OG0003716,KAF2216133,KAM3422562.1
OG0003717,KAF2216131,KAM3422566.1
OG0003718,KAF2216130,KAM3422567.1
OG0003719,KAF2216128,KAM3422570.1
OG0003720,KAF2216127,KAM3422571.1
OG0003721,KAF2216126,KAM3422572.1
OG0003722,KAF2206308,KAM3413670.1
OG0003723,KAF2206227,KAM3413473.1
OG0003724,KAF2206226,KAM3413472.1
OG0003725,KAF2206491,KAM3413469.1
OG0003726,KAF2206492,KAM3413468.1
OG0003727,KAF2206494,KAM3413466.1
OG0003728,KAF2206498,KAM3413462.1
OG0003729,KAF2206501,KAM3422685.1
OG0003730,KAF2206504,KAM3422680.1
OG0003731,KAF2206509,KAM3422675.1
OG0003732,KAF2206510,KAM3422674.1
OG0003733,KAF2206511,KAM3422672.1
OG0003734,KAF2206514,KAM3422669.1
OG0003735,KAF2209232,KAM3422661.1
OG0003736,KAF2209231,KAM3422659.1
OG0003737,KAF2209229,KAM3422657.1
OG0003738,KAF2209227,KAM3422656.1
OG0003739,KAF2209224,KAM3422654.1
OG0003740,KAF2209209,KAM3422640.1
OG0003741,KAF2209210,KAM3422641.1
OG0003742,KAF2209213,KAM3422644.1
OG0003743,KAF2209215,KAM3422646.1
OG0003744,KAF2209223,KAM3422653.1
OG0003745,KAF2209207,KAM3422638.1
OG0003746,KAF2209204,KAM3422637.1
OG0003747,KAF2209199,KAM3422631.1
OG0003748,KAF2209198,KAM3422630.1
OG0003749,KAF2209197,KAM3422629.1
OG0003750,KAF2209191,KAM3422622.1
OG0003751,KAF2209186,KAM3422619.1
OG0003752,KAF2209180,KAM3422615.1
OG0003753,KAF2209179,KAM3422613.1
OG0003754,KAF2209177,KAM3422611.1
OG0003755,KAF2209171,KAM3422603.1
OG0003756,KAF2209170,KAM3422602.1
OG0003757,KAF2209169,KAM3422601.1
OG0003758,KAF2209175,KAM3422609.1
OG0003759,KAF2209168,KAM3422599.1
OG0003760,KAF2216163,KAM3422527.1
OG0003761,KAF2209146,KAM3415771.1
OG0003762,KAF2216454,KAM3422944.1
OG0003763,KAF2216453,KAM3422945.1
OG0003764,KAF2216452,KAM3422946.1
OG0003765,KAF2216451,KAM3422947.1
OG0003766,KAF2216449,KAM3422949.1
OG0003767,KAF2216445,KAM3422955.1
OG0003768,KAF2216172,KAM3422518.1
OG0003769,KAF2216170,KAM3422520.1
OG0003770,KAF2216169,KAM3422521.1
OG0003771,KAF2216167,KAM3422522.1
OG0003772,KAF2216166,KAM3422523.1
OG0003773,KAF2216455,KAM3422943.1
OG0003774,KAF2216457,KAM3422941.1
OG0003775,KAF2216458,KAM3422940.1
OG0003776,KAF2216459,KAM3422939.1
OG0003777,KAF2216468,KAM3422938.1
OG0003778,KAF2216471,KAM3422935.1
OG0003780,KAF2216472,KAM3422933.1
OG0003781,KAF2216474,KAM3422931.1
OG0003782,KAF2216475,KAM3422930.1
OG0003783,KAF2216478,KAM3422928.1
OG0003784,KAF2216480,KAM3422926.1
OG0003785,KAF2216483,KAM3422921.1
OG0003786,KAF2216484,KAM3422920.1
OG0003787,KAF2216486,KAM3422918.1
OG0003788,KAF2216491,KAM3422915.1
OG0003789,KAF2216494,KAM3422912.1
OG0003790,KAF2216495,KAM3422911.1
OG0003791,KAF2216496,KAM3422910.1
OG0003792,KAF2216498,KAM3422909.1
OG0003793,KAF2216505,KAM3422901.1
OG0003794,KAF2216506,KAM3422900.1
OG0003795,KAF2216510,KAM3423024.1
OG0003796,KAF2216508,KAM3423022.1
OG0003797,KAF2216507,KAM3423021.1
OG0003798,KAF2216504,KAM3422902.1
OG0003799,KAF2216503,KAM3422903.1
OG0003800,KAF2206986,KAM3423247.1
OG0003801,KAF2206982,KAM3423241.1
OG0003802,KAF2206980,KAM3423239.1
OG0003803,KAF2206979,KAM3423238.1
OG0003804,KAF2206973,KAM3423231.1
OG0003805,KAF2206972,KAM3423230.1
OG0003806,KAF2206967,KAM3423227.1
OG0003807,KAF2206964,KAM3423225.1
OG0003808,KAF2206959,KAM3423219.1
OG0003809,KAF2206955,KAM3423214.1
OG0003810,KAF2206954,KAM3423213.1
OG0003811,KAF2206951,KAM3423211.1
OG0003812,KAF2216660,KAM3423205.1
OG0003813,KAF2216659,KAM3423204.1
OG0003814,KAF2216658,KAM3423203.1
OG0003815,KAF2216657,KAM3423202.1
OG0003816,KAF2216656,KAM3423201.1
OG0003817,KAF2216654,KAM3423199.1
OG0003818,KAF2216277,KAM3422780.1
OG0003819,KAF2216278,KAM3422781.1
OG0003820,KAF2216280,KAM3422783.1
OG0003821,KAF2216281,KAM3422784.1
OG0003822,KAF2216282,KAM3422786.1
OG0003823,KAF2216284,KAM3422788.1
OG0003824,KAF2216285,KAM3422789.1
OG0003825,KAF2216286,KAM3422791.1
OG0003826,KAF2216287,KAM3422792.1
OG0003827,KAF2216288,KAM3422793.1
OG0003828,KAF2216289,KAM3422794.1
OG0003829,KAF2216291,KAM3422796.1
OG0003830,KAF2216293,KAM3422799.1
OG0003831,KAF2216295,KAM3422802.1
OG0003832,KAF2216296,KAM3422803.1
OG0003833,KAF2216297,KAM3422804.1
OG0003834,KAF2216300,KAM3422808.1
OG0003835,KAF2216301,KAM3422809.1
OG0003836,KAF2216303,KAM3422811.1
OG0003837,KAF2216310,KAM3422818.1
OG0003838,KAF2216311,KAM3422819.1
OG0003839,KAF2216315,KAM3422823.1
OG0003840,KAF2216316,KAM3422824.1
OG0003841,KAF2216317,KAM3422825.1
OG0003842,KAF2216318,KAM3422826.1
OG0003843,KAF2216321,KAM3422830.1
OG0003844,KAF2216322,KAM3422831.1
OG0003845,KAF2216324,KAM3422833.1
OG0003846,KAF2216325,KAM3422834.1
